Name	Control	Control	Control	Control	Control	Control	Control	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient
TNFRSF1B	8.65633	8.64822	8.64217	8.35491	8.28693	8.32132	8.30649	8.41677	8.35725	8.30213	8.59815	6.64496	8.22306	8.048919999999999	8.90568	8.66059	8.61121	7.9690199999999995	7.649769999999999	7.594930000000001	8.53533
VPS13D	6.60163	6.6809	6.724469999999999	6.4745800000000004	6.910889999999999	6.82455	6.7607800000000005	6.47245	6.62219	6.096369999999999	6.4484699999999995	5.92641	6.48878	6.50176	6.33129	6.40062	6.5663100000000005	6.4637400000000005	6.4435	6.02285	6.50028
SNORA59B	3.93042	4.2576	4.10915	4.06148	4.485609999999999	3.93405	4.17661	4.38962	3.8473699999999997	4.01126	4.40698	4.19929	4.3263	4.35922	4.41587	3.96501	4.46051	4.2805	4.1466199999999995	4.78369	4.21237
AADACL4	2.0569599999999997	1.9988	1.724	1.51004	2.0887599999999997	2.05589	1.91762	1.87756	2.0040299999999998	1.99784	1.7782900000000001	2.00833	2.05885	1.8687200000000002	2.43834	1.7920900000000002	1.73333	1.80523	1.7660099999999999	1.8273099999999998	2.20928
AADACL3	2.49582	2.90688	2.53933	2.19719	2.55028	2.2758599999999998	2.02745	2.15579	2.42912	2.41435	2.70863	2.64987	2.61049	2.36408	2.60888	2.34346	2.2126099999999997	2.395	2.19545	2.4912400000000003	2.4178599999999997
---	1.1537899999999999	1.4935200000000002	0.9248870000000001	1.1246200000000002	1.34236	1.11776	1.03199	1.02837	1.04287	0.747007	0.682099	1.38198	1.27526	0.884265	1.38563	1.114	1.20481	0.902589	0.8568610000000001	1.27595	1.21482
C1orf158	2.07245	2.16198	2.11747	1.86925	1.9730900000000002	1.9847299999999999	2.04285	2.18567	1.93613	2.30258	2.0931900000000003	2.34613	1.9730900000000002	2.0178	1.90935	2.12226	2.1656299999999997	2.00326	2.07764	1.93985	2.13923
PRAMEF12	2.4128	2.17187	2.51326	2.44909	2.43552	2.2467799999999998	2.50375	2.6126099999999997	2.6726400000000003	2.45234	2.58898	2.47044	2.23632	2.45234	2.50779	2.2048900000000002	2.36963	2.27596	2.44068	2.5581	2.91227
PRAMEF14	1.40805	1.4651	1.4579	1.81255	1.49199	1.38535	1.38535	1.25853	1.55291	1.19087	1.39404	1.55754	1.40802	1.21262	1.20509	1.29136	1.44702	1.38535	1.21561	1.50068	1.38535
PRAMEF2	2.0912	1.45567	1.53452	1.9851900000000002	1.84627	1.5579399999999999	1.80245	2.15885	1.729	1.95112	1.25368	2.13616	1.66123	1.729	1.82837	1.91162	1.729	1.5693	1.729	1.50064	1.80952
PRAMEF8	4.64686	4.47799	4.38657	4.67284	4.0744	4.54622	4.437069999999999	4.415830000000001	4.31421	4.6916199999999995	4.47583	4.601719999999999	4.54622	4.124619999999999	4.5071699999999995	4.35763	4.489319999999999	4.54286	4.19489	5.01695	4.489319999999999
RNU6-1072P	1.32372	1.29427	1.33876	1.5155299999999998	1.1229799999999999	1.40384	1.51244	1.21584	1.2670299999999999	1.41511	1.2764799999999998	1.22114	1.43441	1.17428	1.43023	1.18585	1.34928	1.38316	1.47672	1.32595	1.55985
LOC391003	3.10509	3.3482	3.53346	3.5943	3.64247	3.3189699999999998	3.46975	3.4654	3.3579	3.5861199999999998	3.5599300000000005	3.5999199999999996	3.22128	3.117	3.2681400000000003	3.4684800000000005	3.0864	2.97705	3.11288	2.9613400000000003	3.36142
PRAMEF25	2.7504	2.91033	2.97991	3.27843	2.93603	2.82976	2.92705	3.01586	2.84835	3.2519299999999998	2.91033	3.31247	2.8586400000000003	2.51666	3.11774	3.02746	2.67466	2.75355	2.6284099999999997	2.86572	2.95119
PRAMEF4	2.17418	2.12623	2.11192	2.1907900000000002	1.9950400000000001	1.99577	2.00548	2.04066	1.7952400000000002	2.15128	1.7349400000000001	2.00359	2.14762	1.7438200000000001	2.00359	2.04468	2.2578099999999997	1.9447599999999998	1.6434	2.14869	1.9504099999999998
PRAMEF4	2.11698	2.03678	2.00968	2.10818	1.97197	1.92537	1.93953	1.9501	1.7442799999999998	2.07281	1.76047	1.92537	2.0249	1.7236799999999999	1.92537	1.8442900000000002	2.0655200000000002	1.89431	1.6495900000000001	1.96297	1.7986900000000001
PRAMEF10	2.24342	2.4756	2.51059	2.3987	2.29956	2.36462	2.23598	2.4355599999999997	2.36219	2.4463	2.58244	2.6244400000000003	2.3987	2.16808	2.45359	2.24479	2.3542	2.39772	2.14589	2.49287	2.4875700000000003
PRAMEF16	2.52988	2.40559	2.64823	2.46869	2.36236	2.52311	2.4314	2.7582299999999997	2.06891	2.6214	2.7069400000000003	2.27877	2.54136	2.17178	2.3542799999999997	2.5059400000000003	2.7117299999999998	2.5059400000000003	2.45262	2.5468900000000003	2.40508
PRAMEF20	3.3863800000000004	3.63884	3.5956099999999998	4.09046	3.6600900000000003	3.64376	3.65447	3.4577400000000003	3.3380400000000003	3.82168	3.45571	3.8739999999999997	3.4271599999999998	3.2019900000000003	3.64194	3.7587900000000003	3.7103699999999997	3.36659	3.5049300000000003	3.66534	3.64055
PRAMEF16	2.61027	2.5230599999999996	2.76693	2.61027	2.54787	2.62646	2.51506	2.91357	2.17579	2.8115900000000003	2.8209400000000002	2.5674900000000003	2.6419900000000003	2.33625	2.58676	2.61537	2.61027	2.61027	2.50363	2.62948	2.72455
PRAMEF20	3.6466199999999995	3.70871	3.60722	4.000769999999999	3.6332800000000005	3.74977	3.6128699999999996	3.42936	3.3250900000000003	4.145580000000001	3.46489	3.8061800000000003	3.37965	3.2471799999999997	3.60722	3.6162199999999998	3.7446	3.37605	3.39163	3.48711	3.60722
PDPN	2.22285	2.1882200000000003	2.13783	2.06429	2.18785	1.9748299999999999	1.95767	2.11825	1.82975	2.4597	2.10662	2.438	2.3620200000000002	1.93911	2.1065099999999997	2.01954	2.29454	2.4028	2.2185099999999998	2.1082099999999997	2.15294
PRDM2	6.95604	6.87788	6.740589999999999	6.36695	6.650869999999999	6.87308	6.564439999999999	6.47737	6.75075	6.42925	6.43044	6.358619999999999	6.84713	6.71236	6.521809999999999	6.54798	6.721539999999999	6.565930000000001	6.323980000000001	6.5890699999999995	6.72875
KAZN	3.97413	3.8622099999999997	4.2308900000000005	4.4615	3.95466	4.15212	4.0395	4.18388	3.8047	5.0267	4.32244	4.44415	4.33526	3.91351	4.00149	4.45504	4.42928	4.41301	4.35783	4.16057	4.26497
KAZN	3.28102	3.78327	3.24522	3.37345	3.1802900000000003	3.34516	3.25677	3.3581800000000004	3.3581800000000004	3.6692400000000003	3.4716099999999996	3.3154	3.50346	3.14473	3.51208	3.3016699999999997	3.36125	3.76269	3.30959	3.3581800000000004	3.59366
TMEM51-AS1	3.0318	4.09537	3.0754	3.31691	3.12879	3.2098299999999997	3.02129	3.0222900000000004	3.1964099999999998	3.23904	3.19144	2.91423	3.67855	3.02616	3.1297900000000003	3.3513699999999997	3.4492	3.3732	2.7941	3.13761	3.19144
TMEM51	3.57511	3.63697	3.90427	3.6786199999999996	3.4793300000000005	3.6030699999999998	3.49419	3.52149	3.67835	3.55119	3.51345	3.64512	3.6574800000000005	3.3686199999999995	3.58491	3.5851599999999997	3.6258	3.59396	3.50346	3.6372400000000003	3.6395199999999996
FHAD1	2.41625	2.5434200000000002	2.59024	2.5434200000000002	2.5434200000000002	2.61725	2.6419900000000003	2.5434200000000002	2.38452	2.6068700000000002	2.68929	2.7284599999999997	2.3389	2.46555	2.34166	2.53503	2.62623	2.5735900000000003	2.42615	2.62032	2.48371
EFHD2	8.23788	8.297	8.40895	8.15756	7.933610000000001	7.903760000000001	7.98168	8.79459	8.26707	8.65697	8.774189999999999	7.01813	8.83052	7.863389999999999	9.05407	8.50145	8.79505	8.06415	7.71687	8.2252	8.37739
CTRC	3.79715	2.97372	3.4797599999999997	3.59867	3.5817099999999997	3.41055	3.7170099999999997	3.5073	3.36415	3.7281400000000002	3.5364400000000002	3.60532	3.5962	3.46495	3.83089	3.7582	3.8209	3.1564799999999997	3.34723	3.23331	3.5851
CELA2A	3.25447	3.46915	3.76515	3.6962	3.3926300000000005	3.26942	3.45266	3.43256	3.49045	3.3063300000000004	3.6668800000000004	3.80628	3.4137	3.2783	3.4061800000000004	3.26836	3.38299	3.6265	3.3212099999999998	3.33964	3.4606800000000004
CELA2B	3.62474	3.70177	3.70177	3.89586	3.57186	3.7835099999999997	3.6760800000000002	4.09972	3.77391	3.7613	3.83702	3.67215	3.51551	3.48064	3.3398199999999996	3.69339	3.70177	3.8397	3.60828	4.12436	3.70177
DNAJC16	5.97191	5.7775099999999995	5.95383	5.75295	5.970269999999999	5.9429	5.86218	5.9128099999999995	5.93015	5.5588	5.90791	5.70081	5.72081	5.83959	5.875	5.43383	5.763669999999999	5.523569999999999	5.81744	5.6845099999999995	5.91076
CHCHD2P6	4.62708	4.73168	4.5237300000000005	4.95098	4.91247	4.803640000000001	4.88663	4.986280000000001	5.39332	4.79315	4.866569999999999	5.81848	4.979830000000001	5.51322	5.16777	5.02044	4.979830000000001	5.28031	5.79363	5.16822	4.95124
RSC1A1	6.13091	6.033980000000001	6.25535	6.12913	6.200819999999999	6.35476	6.16098	5.6504	5.9019699999999995	5.66101	5.342169999999999	6.2615	5.90078	6.219519999999999	5.84609	5.72511	5.7287300000000005	6.0155199999999995	5.87869	6.1660699999999995	5.91593
PLEKHM2	6.39671	6.228619999999999	6.32	6.32	6.2867	6.32	6.04092	6.5551699999999995	6.54385	6.01107	6.54765	6.15337	6.28404	6.28441	6.652810000000001	6.30532	6.408980000000001	6.42152	6.3373099999999996	5.8871	6.3293800000000005
SLC25A34	4.446219999999999	4.39012	4.6484	4.76093	4.71221	4.81832	4.68436	4.60856	4.63404	4.661519999999999	4.53535	4.76588	4.56423	4.39519	4.70406	4.558669999999999	4.52065	5.00862	4.6174800000000005	4.678669999999999	4.83397
TMEM82	3.7113	4.13097	3.73702	3.8625300000000005	3.53015	3.70572	3.73501	3.8645	3.55315	4.36989	3.9773400000000003	4.11998	3.19789	3.48386	3.58831	3.9434199999999997	3.77104	3.55882	3.5248	4.12327	3.7610699999999997
FBLIM1	3.0235	3.0235	3.07655	3.0235	3.15757	3.06953	3.01165	2.81641	2.7410099999999997	3.11194	3.08219	3.0235	3.11385	2.6471299999999998	3.03334	3.18498	2.9100599999999996	3.25018	2.99815	2.93871	3.11594
---	7.48642	7.37471	7.20515	7.609380000000001	7.22498	7.6437	7.520589999999999	6.95333	7.43238	7.13065	7.1857	8.012319999999999	7.13358	7.8549	7.089930000000001	7.187460000000001	7.12534	7.51282	7.67433	7.38502	7.3849100000000005
SPEN	7.08005	7.25678	7.2752	6.82605	6.92121	6.76023	6.80658	6.75292	7.1488	6.96972	6.717460000000001	5.866569999999999	6.54716	6.973	6.7644899999999994	6.9131	6.961810000000001	6.56981	6.56642	6.53292	6.735130000000001
---	1.2853	1.52086	1.10256	1.05931	1.18811	1.53281	1.13215	1.2956	1.20123	1.14534	1.06495	1.1223	1.18461	1.14534	1.01016	1.0554	1.13215	1.24601	1.12229	1.29061	1.11927
C1orf64	3.6869199999999998	3.51508	3.4594699999999996	3.61	3.62799	3.46486	3.55429	3.4988	3.45551	3.8934300000000004	3.64822	3.8700900000000003	3.3273099999999998	3.29964	3.54927	3.63933	3.3080000000000003	3.293	3.26174	3.70689	3.49805
CLCNKA	3.33449	3.33449	3.175	3.62969	3.46063	3.35828	3.4114800000000005	3.5087900000000003	3.10054	3.23172	3.12601	3.35945	3.10209	3.34671	3.16566	3.2431900000000002	3.3326599999999997	3.4987699999999995	3.30533	3.54766	3.5951800000000005
CLCNKB	2.99465	3.3055199999999996	3.17484	3.3664400000000003	3.5067699999999995	3.0343400000000003	3.2372900000000002	3.42904	3.49212	3.2151	3.34124	3.42335	3.2151	2.68275	3.0375799999999997	3.24342	3.2151	2.47542	2.98277	3.4612199999999995	3.2151
SZRD1	6.87028	7.042999999999999	7.15728	7.032939999999999	7.205939999999999	7.17875	7.19555	7.09099	7.38037	7.10107	7.138889999999999	6.92168	7.22763	6.96754	7.037730000000001	6.94503	7.068410000000001	7.0835300000000005	7.16898	6.84307	7.1947600000000005
NECAP2	8.054860000000001	8.231119999999999	8.20402	7.96675	8.21942	8.278889999999999	8.304680000000001	7.86798	7.824610000000001	7.55673	8.045110000000001	7.4554800000000006	8.113560000000001	8.013639999999999	8.037519999999999	8.10984	7.81352	8.12177	7.935039999999999	7.86888	7.95927
LOC102724970	2.668	3.3664699999999996	3.0766	3.01483	3.17768	3.61344	3.16871	2.8534599999999997	2.55649	2.98507	3.3583199999999995	2.55464	3.08174	2.33007	2.77137	2.70148	2.9916400000000003	3.0984700000000003	2.55179	2.9229700000000003	2.66262
FAM231A	4.33108	4.4781	4.72245	4.16028	4.53981	4.6942699999999995	4.84362	3.93601	4.3467	4.85424	4.45217	4.18388	4.354769999999999	4.089919999999999	3.99738	3.82246	4.749569999999999	4.68961	4.08616	4.57216	3.93079
---	1.47933	1.2847899999999999	1.49875	1.55754	1.2847899999999999	1.9847299999999999	2.1548700000000003	1.93518	1.24509	1.79713	1.25295	2.11622	0.976917	0.8426899999999999	1.7644400000000002	1.28414	2.00733	1.55754	1.0287	1.7644400000000002	1.6967299999999998
MST1	3.83468	3.843	3.75611	3.81509	3.96835	3.86059	3.7948699999999995	3.7493199999999995	3.69847	3.78073	3.52946	3.8291199999999996	3.75611	3.7223300000000004	3.7446	3.84985	3.7512800000000004	3.8982300000000003	3.64287	3.44464	3.75611
FAM231A	5.03569	5.082269999999999	5.1868	4.8757	5.06439	5.10355	5.04716	4.83395	4.8264	4.962219999999999	4.83089	4.58957	4.76743	4.65724	4.52195	4.607130000000001	4.949669999999999	5.05277	4.32849	5.0052	4.772819999999999
---	1.89162	1.8599	2.20816	1.7326400000000002	1.8935799999999998	1.89162	1.6838799999999998	1.91432	2.08867	2.1503900000000002	1.78128	2.04334	1.8434700000000002	1.58343	2.0422599999999997	1.7832700000000001	1.8410400000000002	1.91324	1.64933	2.12323	1.89162
RNVU1-18	8.32133	7.851839999999999	7.49097	7.45476	7.54639	7.3823300000000005	7.41788	7.56503	7.98473	8.428339999999999	7.50196	7.98101	8.20323	7.994489999999999	7.472110000000001	7.229239999999999	8.71825	7.0904	6.880839999999999	8.44623	8.06402
CROCC	4.631530000000001	4.572	4.33932	4.39379	4.472919999999999	4.25242	4.33695	4.25756	4.24868	4.15132	4.34882	4.30085	4.02274	4.20811	4.17241	4.33932	4.14917	4.3861	4.17701	4.66784	4.33932
---	1.58501	1.2689700000000002	1.4577799999999999	1.47914	1.31346	1.47914	1.27562	1.51836	1.57186	1.40963	1.3598	1.41669	1.6058700000000001	1.49799	1.23658	1.48145	1.35517	1.45127	1.28025	1.42624	2.05202
LOC440570	2.52484	2.5865400000000003	2.37247	2.7859	2.32947	2.27889	2.31378	2.21939	2.4788799999999998	2.61611	2.4664099999999998	2.79204	2.44296	2.24847	2.23887	2.4677	2.44296	2.49613	2.44296	2.55248	2.23284
PADI1	2.95665	3.07213	3.04549	2.92882	2.8837599999999997	2.90945	2.90789	2.89648	2.72021	3.5891599999999997	2.90789	3.0930299999999997	2.5268	2.68503	2.81537	3.2109799999999997	2.77696	2.74512	2.63099	3.3610800000000003	2.96601
PADI3	3.99336	3.9794300000000002	3.76001	3.83584	3.8024400000000003	3.6779	3.93163	3.80009	3.5895300000000003	4.14795	3.80496	4.0210300000000005	3.36305	3.8455800000000004	3.734	3.88135	3.72316	3.84997	3.77317	3.83239	3.80135
PADI4	7.38428	7.3954	6.986330000000001	7.36556	6.19355	6.1329	6.596439999999999	8.149469999999999	7.980980000000001	8.14073	8.39981	5.43609	8.761660000000001	7.651680000000001	7.8341899999999995	8.53086	8.86913	8.808810000000001	7.444189999999999	8.669319999999999	8.39352
PADI6	2.9487	2.91525	2.58626	2.8792400000000002	2.7595	2.85607	3.12663	2.865	2.8982200000000002	2.728	3.0080299999999998	2.85607	2.72407	2.71806	2.77287	3.02573	3.0478099999999997	3.30838	2.92089	2.81668	2.83405
ARHGEF10L	4.53841	4.94031	4.3453800000000005	4.61099	4.77644	4.62405	4.68294	4.39182	4.29983	4.3472800000000005	3.88009	3.7012400000000003	4.40205	4.54105	4.37073	4.55509	4.44315	4.47656	3.87321	4.37777	4.84946
ACTL8	3.47106	3.15635	3.17245	3.5996900000000003	3.46984	3.4113599999999997	3.46061	3.18838	3.41738	3.4155300000000004	3.36519	3.95632	2.6419900000000003	3.33829	3.239	3.64342	3.4064400000000004	3.42558	3.31651	3.3809099999999996	3.3809099999999996
IGSF21	3.3716	3.26075	3.13077	3.3045199999999997	3.44383	3.36794	3.70709	3.1743200000000003	3.31532	3.4830099999999997	3.2564900000000003	3.6952	3.3971400000000003	3.0034099999999997	3.25135	3.1802900000000003	3.1707099999999997	3.2815800000000004	3.22973	3.45594	3.97715
KLHDC7A	4.73249	4.73249	4.62448	5.06846	4.7449	5.06016	4.6268400000000005	4.59008	4.60249	5.03634	4.872730000000001	4.87835	4.96764	4.43876	4.6911	4.55509	4.75356	5.02064	4.6555	4.69572	4.6060300000000005
---	0.9916860000000001	1.15224	1.11319	1.1551	1.0829799999999998	0.844375	0.805844	1.2307700000000001	0.80701	1.17117	0.95252	1.13681	1.43825	1.31676	1.0428899999999999	1.02169	0.851341	1.1995200000000001	1.02263	1.15301	1.1412799999999999
PAX7	3.7769999999999997	3.4121900000000003	3.78016	3.6428199999999995	3.71222	3.62945	3.50889	3.7366800000000002	3.57775	3.99555	3.3633599999999997	3.6888699999999996	3.55065	3.5085699999999997	3.51631	3.40276	3.44584	3.8256099999999997	3.63366	3.69656	3.67805
MRTO4	3.61153	4.35337	4.13161	3.91468	4.1113599999999995	4.21314	4.05392	4.14727	4.9142	3.49764	4.18487	5.45222	3.8294900000000003	4.73869	4.42055	4.11522	3.33715	4.404319999999999	4.92352	4.154059999999999	4.16109
PQLC2	5.10326	5.17971	4.87518	4.98439	4.82704	5.05046	5.00425	4.84285	5.05766	5.08971	5.10846	5.06405	5.19955	4.82678	5.0238	5.08861	5.19526	5.14513	5.04352	4.96478	5.356730000000001
LOC644083	2.30067	2.15468	2.19749	2.37874	2.2694400000000003	2.23589	2.39998	2.20319	1.62779	2.01995	2.69943	2.09614	2.35113	2.31383	2.16416	2.62803	2.15965	2.00743	2.04791	2.52498	2.06385
RN7SL277P	6.47639	5.75986	6.33957	7.205139999999999	6.72836	6.8357	7.041410000000001	6.37357	6.32948	7.0746899999999995	6.665310000000001	7.403919999999999	6.32255	6.06843	6.51336	6.61552	6.4473400000000005	6.49421	6.71744	6.7682899999999995	6.49984
RNU4-28P	0.9304469999999999	0.860506	0.658752	0.712819	0.712819	0.903283	0.860506	0.860506	0.743935	0.907666	0.7855880000000001	1.0772700000000002	1.055	0.860506	0.697601	0.860506	0.585422	0.731704	0.9483590000000001	0.950443	0.860506
MINOS1	7.26675	7.3651100000000005	7.33758	7.467160000000001	7.621810000000001	7.367780000000001	7.510610000000001	7.048960000000001	7.58648	7.037939999999999	7.14405	7.70868	7.48464	7.92733	7.368180000000001	7.306610000000001	6.94423	7.610310000000001	7.47715	7.71232	7.370239999999999
RPS14P3	4.36875	4.48792	4.39949	5.04905	4.93093	4.727930000000001	4.71518	3.95062	4.85595	4.4314	4.47085	4.5894	4.3421400000000006	4.70613	4.19642	4.41161	4.09114	4.698930000000001	4.57252	4.68144	4.41248
NBL1	4.8333	4.8333	4.8333	5.0964	4.95708	4.9172	5.02016	4.76238	4.40752	4.8333	4.85826	5.08303	4.75186	4.54967	4.70803	4.86039	4.7417300000000004	4.90565	4.66852	4.8467400000000005	4.72308
HTR6	4.33095	4.05837	4.31436	4.42017	4.05345	4.00575	4.08401	4.04053	3.99278	3.92995	4.28367	4.20109	3.67429	3.9101199999999996	3.9467	4.17681	4.05919	4.4477	4.01029	3.5435199999999996	4.1208800000000005
OTUD3	4.86489	4.9446	4.830419999999999	4.95292	4.96908	5.095330000000001	4.74127	4.59665	4.55978	4.30621	4.6402	4.74956	4.74127	5.16021	4.317019999999999	4.41587	4.58402	5.02652	4.730180000000001	4.74127	4.66
RN7SL304P	4.8769599999999995	4.53239	4.79471	5.46445	5.116630000000001	5.08845	5.4112800000000005	4.78003	4.81988	5.51426	5.29885	5.47012	4.72647	4.4104	4.9036800000000005	5.02388	4.83694	5.0603	5.02056	5.38403	4.65791
PLA2G5	2.79141	2.81968	2.476	2.6570400000000003	2.49567	2.59877	2.73191	2.46908	2.476	2.8141599999999998	2.59306	2.54965	2.53673	2.62902	2.62902	2.48068	2.7542299999999997	2.62902	2.80145	2.9569400000000003	2.7199400000000002
PLA2G2F	4.07001	4.115480000000001	3.48254	3.7888800000000002	3.6887800000000004	3.7516800000000003	3.73622	3.8073099999999998	4.042269999999999	4.09174	3.6458199999999996	3.8274	3.8170300000000004	3.5793	3.78766	3.6915199999999997	3.8314800000000004	3.64775	3.57079	3.7525	3.78336
UBXN10	3.17339	3.26475	3.53223	3.43874	4.0641099999999994	3.0073	3.1025	3.15676	3.13545	3.7613	3.04316	3.31061	3.4591300000000005	2.58089	3.8387	3.4824900000000003	3.0577	3.6890099999999997	3.8716	3.79704	3.3977699999999995
VWA5B1	4.07434	3.59686	3.5484699999999996	3.90305	3.6858400000000002	3.7741	3.49588	3.60972	3.5725300000000004	4.1249199999999995	3.90354	4.103190000000001	3.8670699999999996	3.32787	3.6980699999999995	3.90412	3.8670699999999996	3.7017300000000004	3.2793300000000003	3.87374	3.9357900000000003
FAM43B	5.99915	6.02419	6.06773	6.24143	6.06004	6.078130000000001	6.12	5.85268	5.6953	6.41188	6.15254	6.3873	5.9615	6.0045	5.90586	6.03301	6.11534	5.9817599999999995	5.9939800000000005	6.28015	6.0931
CDA	8.026580000000001	7.750710000000001	7.73503	7.944030000000001	7.44963	6.83068	6.94193	8.33656	7.78286	8.71612	8.02415	6.13326	8.89326	7.96652	8.557319999999999	8.696760000000001	8.76675	8.294789999999999	7.203069999999999	8.714210000000001	8.81351
PINK1	7.17955	6.675889999999999	6.64377	6.9090300000000004	6.46056	6.58131	6.10698	6.507630000000001	5.98489	7.905410000000001	6.49688	7.6150899999999995	6.8052600000000005	5.7693	6.725439999999999	7.42623	7.3126	6.954789999999999	7.45454	7.42249	6.7027
PPP1R11P1	4.43896	4.31401	4.34926	4.53601	4.030869999999999	4.354769999999999	4.62031	4.37638	3.98601	4.6668	4.354769999999999	4.52084	4.0616900000000005	4.024830000000001	4.253430000000001	4.375380000000001	4.563969999999999	4.62561	4.44585	4.30851	4.4202900000000005
---	1.24676	1.05035	1.02196	1.03544	1.26369	0.844535	1.03329	1.0692	0.999182	1.4828299999999999	1.20651	1.0692	1.23835	0.841385	1.1937799999999998	1.0692	1.0822200000000002	1.02341	0.86159	1.2072200000000002	1.04314
HS6ST1	4.7792900000000005	4.77723	4.70451	4.7409300000000005	4.8876	4.71159	4.67957	4.6319099999999995	5.05185	4.74239	4.9153	4.99775	5.00999	4.753830000000001	4.7792900000000005	4.7669	4.80133	4.97811	4.71279	4.4728699999999995	4.9568
NBPF3	4.81956	4.98799	4.87893	4.39623	4.82437	4.7603800000000005	4.47657	4.25729	4.49008	4.5313300000000005	4.4977599999999995	4.0975	4.26728	4.65482	4.2647	4.269430000000001	4.3846099999999995	4.94865	4.3031	4.10911	4.53566
ALPL	6.827539999999999	7.33489	7.47673	7.2911	6.4768300000000005	6.77217	7.631660000000001	9.13402	7.45972	9.04069	9.623389999999999	7.16419	9.12487	7.06071	9.35275	8.24687	8.80685	6.76135	8.22	7.6446	8.14119
LDLRAD2	4.34144	4.20178	3.9118	4.15679	3.9238800000000005	4.1020900000000005	3.9599300000000004	4.07958	4.0995800000000004	4.41455	4.15408	4.4930900000000005	4.02356	3.7642599999999997	4.11503	4.163209999999999	4.0953	3.98655	4.04486	4.02727	4.25156
